sim_type,regrowth,klepts,foragers,variable,value,value_cut
obligate,0.05,0.038,0.006,pc_intake_total,0.0571371840068485,"(0.05,0.06]"
obligate,0.05,0.026,0.012,pc_intake_total,0.111855247324498,"(0.11,0.12]"
obligate,0.05,0.008,0.015,pc_intake_total,0.18899263701981,"(0.18,0.19]"
obligate,0.05,0.016,0.017,pc_intake_total,0.161658692859563,"(0.16,0.17]"
obligate,0.05,0.031,0.014,pc_intake_total,0.111279408385047,"(0.11,0.12]"
obligate,0.05,0.026,0.014,pc_intake_total,0.120294013553533,"(0.12,0.13]"
obligate,0.05,0.042,0.011,pc_intake_total,0.0797898019160326,"(0.07,0.08]"
obligate,0.05,0.006,0.014,pc_intake_total,0.192989323653215,"(0.19,0.2]"
obligate,0.05,0.041,0.003,pc_intake_total,0.0299768713702986,"(0.02,0.03]"
obligate,0.05,0.031,0.013,pc_intake_total,0.106154635295973,"(0.1,0.11]"
obligate,0.05,0.04,0.008,pc_intake_total,0.0672631470209634,"(0.06,0.07]"
obligate,0.05,0.048,0.011,pc_intake_total,0.0748948527068222,"(0.07,0.08]"
obligate,0.05,0.017,0.001,pc_intake_total,0.0189536139932965,"(0.01,0.02]"
obligate,0.05,0.027,0.023,pc_intake_total,0.15631761357885,"(0.15,0.16]"
obligate,0.05,0.005,0.017,pc_intake_total,0.205717915314647,"(0.2,0.21]"
obligate,0.05,0.016,0.002,pc_intake_total,0.0450634343891369,"(0.04,0.05]"
obligate,0.05,0.038,0.01,pc_intake_total,0.0797232285708891,"(0.07,0.08]"
obligate,0.05,0.026,0.016,pc_intake_total,0.130874470815595,"(0.13,0.14]"
obligate,0.05,0.01,0.013,pc_intake_total,0.167747330859603,"(0.16,0.17]"
obligate,0.05,0.037,0.015,pc_intake_total,0.101717360656172,"(0.1,0.11]"
obligate,0.05,0.039,0.013,pc_intake_total,0.0926828248411105,"(0.09,0.1]"
obligate,0.05,0.026,0.018,pc_intake_total,0.13706604436912,"(0.13,0.14]"
obligate,0.05,0.031,0,pc_intake_total,0.00500709986965083,"(0,0.01]"
obligate,0.05,0.027,0.014,pc_intake_total,0.118901180439454,"(0.11,0.12]"
obligate,0.05,0.05,0.008,pc_intake_total,0.0604205666030096,"(0.06,0.07]"
obligate,0.05,0.054,0.009,pc_intake_total,0.0599214463961293,"(0.05,0.06]"
obligate,0.05,0.015,0,pc_intake_total,0.00666572544447379,"(0,0.01]"
obligate,0.05,0.028,0,pc_intake_total,0.00515094532033262,"(0,0.01]"
obligate,0.05,0.012,0.019,pc_intake_total,0.184408989557961,"(0.18,0.19]"
obligate,0.05,0.024,0,pc_intake_total,0.00740415675177257,"(0,0.01]"
obligate,0.05,0.038,0,pc_intake_total,0.00429955675797031,"(0,0.01]"
obligate,0.05,0.041,0,pc_intake_total,0.0209421664333112,"(0.02,0.03]"
obligate,0.05,0.045,0.005,pc_intake_total,0.0430939406902834,"(0.04,0.05]"
obligate,0.05,0.019,0.013,pc_intake_total,0.133531863649249,"(0.13,0.14]"
obligate,0.05,0.029,0.005,pc_intake_total,0.0597410202615323,"(0.05,0.06]"
obligate,0.05,0.011,0.012,pc_intake_total,0.155971211099043,"(0.15,0.16]"
obligate,0.05,0.039,0.016,pc_intake_total,0.113144305201957,"(0.11,0.12]"
obligate,0.05,0.021,0.017,pc_intake_total,0.146464051797339,"(0.14,0.15]"
obligate,0.05,0.039,0.01,pc_intake_total,0.0797281851317812,"(0.07,0.08]"
obligate,0.05,0.041,0.013,pc_intake_total,0.0919606255524714,"(0.09,0.1]"
obligate,0.05,0.044,0.014,pc_intake_total,0.0899623974980916,"(0.08,0.09]"
obligate,0.05,0.041,0.006,pc_intake_total,0.0512608143037967,"(0.05,0.06]"
obligate,0.05,0.009,0.02,pc_intake_total,0.204960123062148,"(0.2,0.21]"
obligate,0.05,0.031,0.012,pc_intake_total,0.104110907852735,"(0.1,0.11]"
obligate,0.05,0.049,0.004,pc_intake_total,0.0386332550390267,"(0.03,0.04]"
obligate,0.05,0.036,0.01,pc_intake_total,0.0824164721829159,"(0.08,0.09]"
obligate,0.05,0.025,0,pc_intake_total,0.00538134648391248,"(0,0.01]"
obligate,0.05,0.015,0.014,pc_intake_total,0.151580393284305,"(0.15,0.16]"
obligate,0.05,0.006,0,pc_intake_total,0.012496905141642,"(0.01,0.02]"
obligate,0.05,0.043,0.001,pc_intake_total,0.010548776339381,"(0.01,0.02]"
obligate,0.05,0.029,0,pc_intake_total,0.00520849221413616,"(0,0.01]"
obligate,0.05,0.046,0.005,pc_intake_total,0.041628516877302,"(0.04,0.05]"
obligate,0.05,0.019,0.009,pc_intake_total,0.110773118542948,"(0.11,0.12]"
obligate,0.05,0.029,0.001,pc_intake_total,0.0159976372483369,"(0.01,0.02]"
obligate,0.05,0.04,0.014,pc_intake_total,0.0951967292580735,"(0.09,0.1]"
obligate,0.05,0.008,0.011,pc_intake_total,0.169906561367375,"(0.16,0.17]"
obligate,0.05,0.018,0.018,pc_intake_total,0.160441350973204,"(0.16,0.17]"
obligate,0.05,0.023,0.014,pc_intake_total,0.129271906268386,"(0.12,0.13]"
obligate,0.05,0.011,0.017,pc_intake_total,0.177972400208153,"(0.17,0.18]"
obligate,0.05,0.04,0,pc_intake_total,0.00581473698703892,"(0,0.01]"
obligate,0.05,0.03,0.014,pc_intake_total,0.112820463930923,"(0.11,0.12]"
obligate,0.05,0.048,0.012,pc_intake_total,0.0795301920908399,"(0.07,0.08]"
obligate,0.05,0.019,0,pc_intake_total,0.00853901667745398,"(0,0.01]"
obligate,0.05,0.021,0.015,pc_intake_total,0.136823732386387,"(0.13,0.14]"
obligate,0.05,0.021,0.002,pc_intake_total,0.0327414182406789,"(0.03,0.04]"
obligate,0.05,0.03,0.015,pc_intake_total,0.117163962162153,"(0.11,0.12]"
obligate,0.05,0.042,0.013,pc_intake_total,0.0874420645227656,"(0.08,0.09]"
obligate,0.05,0.047,0.004,pc_intake_total,0.0333056831305721,"(0.03,0.04]"
obligate,0.05,0.007,0,pc_intake_total,0.0169102423653922,"(0.01,0.02]"
obligate,0.05,0.041,0.002,pc_intake_total,0.0182823362544436,"(0.01,0.02]"
obligate,0.05,0.042,0.009,pc_intake_total,0.0713339570995735,"(0.07,0.08]"
obligate,0.05,0.018,0.014,pc_intake_total,0.140689754355976,"(0.14,0.15]"
obligate,0.05,0.032,0.011,pc_intake_total,0.0957204038153279,"(0.09,0.1]"
obligate,0.05,0.041,0.012,pc_intake_total,0.0858136645143251,"(0.08,0.09]"
obligate,0.05,0.017,0.016,pc_intake_total,0.15375189800832,"(0.15,0.16]"
obligate,0.05,0.043,0.009,pc_intake_total,0.0685903068134929,"(0.06,0.07]"
obligate,0.05,0.018,0.007,pc_intake_total,0.100956214493195,"(0.1,0.11]"
obligate,0.05,0.047,0.011,pc_intake_total,0.0722211405494164,"(0.07,0.08]"
obligate,0.05,0.016,0,pc_intake_total,0.00688218374531241,"(0,0.01]"
obligate,0.05,0.045,0.012,pc_intake_total,0.0833272317298072,"(0.08,0.09]"
obligate,0.05,0.013,0,pc_intake_total,0.00832960464743411,"(0,0.01]"
obligate,0.05,0.05,0.005,pc_intake_total,0.0390527340776371,"(0.03,0.04]"
obligate,0.05,0.044,0.007,pc_intake_total,0.0581563621051619,"(0.05,0.06]"
obligate,0.05,0.016,0.012,pc_intake_total,0.138053138646068,"(0.13,0.14]"
obligate,0.05,0.022,0,pc_intake_total,0.0125249735674843,"(0.01,0.02]"
obligate,0.05,0.04,0.019,pc_intake_total,0.116246366079089,"(0.11,0.12]"
obligate,0.05,0.003,0.016,pc_intake_total,0.220736990493995,"(0.22,0.23]"
obligate,0.05,0.053,0.014,pc_intake_total,0.0995153064369071,"(0.09,0.1]"
obligate,0.05,0.042,0.002,pc_intake_total,0.0188026912625738,"(0.01,0.02]"
obligate,0.05,0.018,0.015,pc_intake_total,0.146202033881536,"(0.14,0.15]"
obligate,0.05,0.022,0.015,pc_intake_total,0.133882970468319,"(0.13,0.14]"
obligate,0.05,0.02,0.018,pc_intake_total,0.152778906334127,"(0.15,0.16]"
obligate,0.05,0.025,0.015,pc_intake_total,0.128084061564004,"(0.12,0.13]"
obligate,0.05,0.011,0.021,pc_intake_total,0.192997402757577,"(0.19,0.2]"
obligate,0.05,0.004,0.014,pc_intake_total,0.20273540727913,"(0.2,0.21]"
obligate,0.05,0.023,0.02,pc_intake_total,0.152526562764027,"(0.15,0.16]"
obligate,0.05,0.003,0.014,pc_intake_total,0.197375309450828,"(0.19,0.2]"
obligate,0.05,0,0.013,pc_intake_total,0.0993729736112524,"(0.09,0.1]"
obligate,0.05,0.01,0.017,pc_intake_total,0.182780059136483,"(0.18,0.19]"
obligate,0.05,0.009,0.014,pc_intake_total,0.179172824696404,"(0.17,0.18]"
obligate,0.05,0.001,0.012,pc_intake_total,0.187768729534528,"(0.18,0.19]"
obligate,0.05,0,0.017,pc_intake_total,0.0726370851370851,"(0.07,0.08]"
obligate,0.05,0.007,0.016,pc_intake_total,0.189141349562505,"(0.18,0.19]"
obligate,0.05,0.005,0.016,pc_intake_total,0.213408389543099,"(0.21,0.22]"
obligate,0.05,0.017,0.018,pc_intake_total,0.160173421514094,"(0.16,0.17]"
obligate,0.05,0,0.011,pc_intake_total,0.156159510297213,"(0.15,0.16]"
obligate,0.05,0.026,0.017,pc_intake_total,0.133260206345922,"(0.13,0.14]"
obligate,0.05,0.013,0.001,pc_intake_total,0.0248118868624047,"(0.02,0.03]"
obligate,0.05,0.007,0.021,pc_intake_total,0.163735131733853,"(0.16,0.17]"
obligate,0.05,0.019,0.02,pc_intake_total,0.160249345049458,"(0.16,0.17]"
obligate,0.05,0.012,0.017,pc_intake_total,0.171316710919666,"(0.17,0.18]"
obligate,0.05,0.006,0.019,pc_intake_total,0.180273332965597,"(0.18,0.19]"
obligate,0.05,0.014,0.015,pc_intake_total,0.159246692265806,"(0.15,0.16]"
obligate,0.05,0.014,0.001,pc_intake_total,0.0225607436408635,"(0.02,0.03]"
obligate,0.05,0.012,0.001,pc_intake_total,0.0277363272956091,"(0.02,0.03]"
obligate,0.05,0.023,0.016,pc_intake_total,0.137361876023928,"(0.13,0.14]"
obligate,0.05,0.016,0.015,pc_intake_total,0.153889025615915,"(0.15,0.16]"
obligate,0.05,0.018,0.001,pc_intake_total,0.0223938066037507,"(0.02,0.03]"
obligate,0.05,0.025,0.018,pc_intake_total,0.134948989229627,"(0.13,0.14]"
obligate,0.05,0.036,0.013,pc_intake_total,0.0971172560184101,"(0.09,0.1]"
obligate,0.05,0.05,0.002,pc_intake_total,0.0229412494890811,"(0.02,0.03]"
obligate,0.05,0.059,0.005,pc_intake_total,0.0472042389641935,"(0.04,0.05]"
obligate,0.05,0.048,0.009,pc_intake_total,0.0627529758664197,"(0.06,0.07]"
obligate,0.05,0.022,0.016,pc_intake_total,0.13657209444407,"(0.13,0.14]"
obligate,0.05,0.046,0.002,pc_intake_total,0.0176573498756166,"(0.01,0.02]"
obligate,0.05,0.01,0.018,pc_intake_total,0.18880496525426,"(0.18,0.19]"
obligate,0.05,0.014,0.016,pc_intake_total,0.166335985215159,"(0.16,0.17]"
obligate,0.05,0.046,0.008,pc_intake_total,0.0573196329187406,"(0.05,0.06]"
obligate,0.05,0.047,0.008,pc_intake_total,0.0566170481489132,"(0.05,0.06]"
obligate,0.05,0.027,0,pc_intake_total,0.00521530400319272,"(0,0.01]"
obligate,0.05,0.046,0.01,pc_intake_total,0.0702919256900086,"(0.07,0.08]"
obligate,0.05,0.036,0.015,pc_intake_total,0.108434642075665,"(0.1,0.11]"
obligate,0.05,0.023,0.015,pc_intake_total,0.133781041430017,"(0.13,0.14]"
obligate,0.05,0.047,0.01,pc_intake_total,0.0711491940395936,"(0.07,0.08]"
obligate,0.05,0.037,0.018,pc_intake_total,0.115099924243067,"(0.11,0.12]"
obligate,0.05,0.008,0,pc_intake_total,0.0118876040444668,"(0.01,0.02]"
obligate,0.05,0.052,0.004,pc_intake_total,0.0252938810061252,"(0.02,0.03]"
obligate,0.05,0.028,0.017,pc_intake_total,0.133859476470079,"(0.13,0.14]"
obligate,0.05,0.04,0.018,pc_intake_total,0.116436769955847,"(0.11,0.12]"
obligate,0.05,0.04,0.013,pc_intake_total,0.0909086131109508,"(0.09,0.1]"
obligate,0.05,0.043,0.018,pc_intake_total,0.107570284657521,"(0.1,0.11]"
obligate,0.05,0.052,0.003,pc_intake_total,0.0196270462737529,"(0.01,0.02]"
obligate,0.05,0.021,0.013,pc_intake_total,0.129403580918751,"(0.12,0.13]"
obligate,0.05,0.05,0.007,pc_intake_total,0.0520514135722952,"(0.05,0.06]"
obligate,0.05,0.049,0.006,pc_intake_total,0.0491787953374605,"(0.04,0.05]"
obligate,0.05,0.027,0.016,pc_intake_total,0.127252965880602,"(0.12,0.13]"
obligate,0.05,0.032,0.02,pc_intake_total,0.127457208218692,"(0.12,0.13]"
obligate,0.05,0.03,0.017,pc_intake_total,0.125285422871007,"(0.12,0.13]"
obligate,0.05,0.034,0.001,pc_intake_total,0.0137935701897231,"(0.01,0.02]"
obligate,0.05,0.058,0.009,pc_intake_total,0.0388347421079869,"(0.03,0.04]"
obligate,0.05,0.041,0.001,pc_intake_total,0.0103124528368996,"(0.01,0.02]"
obligate,0.05,0.04,0.002,pc_intake_total,0.0264509907122559,"(0.02,0.03]"
obligate,0.05,0.01,0.016,pc_intake_total,0.184707948751918,"(0.18,0.19]"
obligate,0.05,0.011,0,pc_intake_total,0.0104398281693784,"(0.01,0.02]"
obligate,0.05,0.034,0.012,pc_intake_total,0.0983725268627118,"(0.09,0.1]"
obligate,0.05,0.038,0.013,pc_intake_total,0.0959193443440405,"(0.09,0.1]"
obligate,0.05,0.038,0.014,pc_intake_total,0.0983127758868364,"(0.09,0.1]"
obligate,0.05,0.034,0.016,pc_intake_total,0.115570644480753,"(0.11,0.12]"
obligate,0.05,0.055,0.002,pc_intake_total,0.0108052079618715,"(0.01,0.02]"
obligate,0.05,0.045,0.014,pc_intake_total,0.0943647354786257,"(0.09,0.1]"
obligate,0.05,0.005,0.013,pc_intake_total,0.19242213935571,"(0.19,0.2]"
obligate,0.05,0.022,0.018,pc_intake_total,0.147937696034329,"(0.14,0.15]"
obligate,0.05,0.036,0,pc_intake_total,0.00431002278893217,"(0,0.01]"
obligate,0.05,0.05,0.003,pc_intake_total,0.0270919203706181,"(0.02,0.03]"
obligate,0.05,0.014,0.02,pc_intake_total,0.176225878307638,"(0.17,0.18]"
obligate,0.05,0.013,0.017,pc_intake_total,0.174372996603258,"(0.17,0.18]"
obligate,0.05,0.035,0.016,pc_intake_total,0.113855399031211,"(0.11,0.12]"
obligate,0.05,0.01,0,pc_intake_total,0.0133222587051283,"(0.01,0.02]"
obligate,0.05,0.053,0,pc_intake_total,0.00146198830409357,"(0,0.01]"
obligate,0.05,0.037,0,pc_intake_total,0.0037086899522266,"(0,0.01]"
obligate,0.05,0.042,0.012,pc_intake_total,0.0866422722081858,"(0.08,0.09]"
obligate,0.05,0.017,0.019,pc_intake_total,0.16429923940402,"(0.16,0.17]"
obligate,0.05,0.039,0.017,pc_intake_total,0.110914784136831,"(0.11,0.12]"
obligate,0.05,0.043,0.013,pc_intake_total,0.0897011982089178,"(0.08,0.09]"
obligate,0.05,0.05,0.01,pc_intake_total,0.060538081153728,"(0.06,0.07]"
obligate,0.05,0.037,0.016,pc_intake_total,0.107556273080124,"(0.1,0.11]"
obligate,0.05,0.052,0.005,pc_intake_total,0.0344177650094783,"(0.03,0.04]"
obligate,0.05,0.029,0.019,pc_intake_total,0.136374955548174,"(0.13,0.14]"
obligate,0.05,0.044,0.011,pc_intake_total,0.0793004172625658,"(0.07,0.08]"
obligate,0.05,0.015,0.022,pc_intake_total,0.200939191441792,"(0.2,0.21]"
obligate,0.05,0.048,0.004,pc_intake_total,0.0321548495852509,"(0.03,0.04]"
obligate,0.05,0.046,0.003,pc_intake_total,0.0303795653202544,"(0.03,0.04]"
obligate,0.05,0.049,0.002,pc_intake_total,0.0137065833002819,"(0.01,0.02]"
obligate,0.05,0.038,0.015,pc_intake_total,0.104065539941694,"(0.1,0.11]"
obligate,0.05,0.047,0.001,pc_intake_total,0.00980067049088331,"(0,0.01]"
obligate,0.05,0.042,0,pc_intake_total,0.00489793971116427,"(0,0.01]"
obligate,0.05,0.045,0,pc_intake_total,0.00480244971385153,"(0,0.01]"
obligate,0.05,0.048,0.002,pc_intake_total,0.0151547483447125,"(0.01,0.02]"
obligate,0.05,0.051,0.011,pc_intake_total,0.0733075561035669,"(0.07,0.08]"
obligate,0.05,0.039,0.018,pc_intake_total,0.110280071020735,"(0.11,0.12]"
obligate,0.05,0.04,0.015,pc_intake_total,0.0987960772520721,"(0.09,0.1]"
obligate,0.05,0.05,0.011,pc_intake_total,0.0787634167778035,"(0.07,0.08]"
obligate,0.05,0.011,0.018,pc_intake_total,0.178961065810092,"(0.17,0.18]"
obligate,0.05,0.02,0.02,pc_intake_total,0.165122092342959,"(0.16,0.17]"
obligate,0.05,0.044,0.003,pc_intake_total,0.0272558921287023,"(0.02,0.03]"
obligate,0.05,0.047,0.003,pc_intake_total,0.0218626374191227,"(0.02,0.03]"
obligate,0.05,0.055,0.001,pc_intake_total,0.00658616632186843,"(0,0.01]"
obligate,0.05,0.017,0.015,pc_intake_total,0.147503998066129,"(0.14,0.15]"
obligate,0.05,0.021,0.02,pc_intake_total,0.15968766025126,"(0.15,0.16]"
obligate,0.05,0.012,0.016,pc_intake_total,0.168567005973956,"(0.16,0.17]"
obligate,0.05,0.019,0.019,pc_intake_total,0.157624027688368,"(0.15,0.16]"
obligate,0.05,0.048,0.003,pc_intake_total,0.0235224403781653,"(0.02,0.03]"
obligate,0.05,0.021,0.016,pc_intake_total,0.140875026914661,"(0.14,0.15]"
obligate,0.05,0.018,0.016,pc_intake_total,0.152035176984909,"(0.15,0.16]"
obligate,0.05,0.05,0.009,pc_intake_total,0.0720139075803236,"(0.07,0.08]"
obligate,0.05,0.039,0.001,pc_intake_total,0.0123243301515303,"(0.01,0.02]"
obligate,0.05,0.039,0,pc_intake_total,0.00489461386771098,"(0,0.01]"
obligate,0.05,0.054,0.004,pc_intake_total,0.0253464346577761,"(0.02,0.03]"
obligate,0.05,0.054,0.011,pc_intake_total,0.0717923342061273,"(0.07,0.08]"
obligate,0.05,0.046,0.015,pc_intake_total,0.0924003353403587,"(0.09,0.1]"
obligate,0.05,0.01,0.02,pc_intake_total,0.18624363744631,"(0.18,0.19]"
obligate,0.05,0.048,0.007,pc_intake_total,0.0523923932697254,"(0.05,0.06]"
obligate,0.05,0.055,0.011,pc_intake_total,0.0655471989622628,"(0.06,0.07]"
obligate,0.05,0.036,0.014,pc_intake_total,0.102047559859312,"(0.1,0.11]"
obligate,0.05,0.043,0,pc_intake_total,0.00534362020390589,"(0,0.01]"
obligate,0.05,0.025,0.019,pc_intake_total,0.142027339301331,"(0.14,0.15]"
obligate,0.05,0.023,0.026,pc_intake_total,0.178208757187085,"(0.17,0.18]"
obligate,0.05,0.025,0.02,pc_intake_total,0.146351948477762,"(0.14,0.15]"
obligate,0.05,0.028,0.019,pc_intake_total,0.133557263755062,"(0.13,0.14]"
obligate,0.05,0.015,0.019,pc_intake_total,0.166469706107984,"(0.16,0.17]"
obligate,0.05,0.024,0.017,pc_intake_total,0.138664100404036,"(0.13,0.14]"
obligate,0.05,0.031,0.016,pc_intake_total,0.118980626372076,"(0.11,0.12]"
obligate,0.05,0.018,0,pc_intake_total,0.00876624899369883,"(0,0.01]"
obligate,0.05,0.02,0.016,pc_intake_total,0.146129096062372,"(0.14,0.15]"
obligate,0.05,0.01,0.019,pc_intake_total,0.194650599385737,"(0.19,0.2]"
obligate,0.05,0.001,0.014,pc_intake_total,0.225122110360356,"(0.22,0.23]"
obligate,0.05,0,0.012,pc_intake_total,0.137111306940575,"(0.13,0.14]"
obligate,0.05,0.016,0.02,pc_intake_total,0.168037990401155,"(0.16,0.17]"
obligate,0.05,0.01,0.022,pc_intake_total,0.178399916584813,"(0.17,0.18]"
obligate,0.05,0.002,0.015,pc_intake_total,0.179173431666574,"(0.17,0.18]"
obligate,0.05,0.013,0.023,pc_intake_total,0.169862977635315,"(0.16,0.17]"
obligate,0.05,0.003,0.02,pc_intake_total,0.139981546231546,"(0.13,0.14]"
obligate,0.05,0.011,0.019,pc_intake_total,0.192465235475712,"(0.19,0.2]"
obligate,0.05,0.022,0.019,pc_intake_total,0.147790732950006,"(0.14,0.15]"
obligate,0.05,0,0.014,pc_intake_total,0.125332434912042,"(0.12,0.13]"
obligate,0.05,0.036,0.012,pc_intake_total,0.094544029026418,"(0.09,0.1]"
obligate,0.05,0.009,0.022,pc_intake_total,0.225862068965517,"(0.22,0.23]"
obligate,0.05,0.05,0.004,pc_intake_total,0.0256919154371033,"(0.02,0.03]"
obligate,0.05,0.033,0.02,pc_intake_total,0.124663320677973,"(0.12,0.13]"
obligate,0.05,0.033,0.017,pc_intake_total,0.117908623892495,"(0.11,0.12]"
obligate,0.05,0.029,0.02,pc_intake_total,0.132629826521289,"(0.13,0.14]"
obligate,0.05,0.019,0.018,pc_intake_total,0.155860072791095,"(0.15,0.16]"
obligate,0.05,0.025,0.022,pc_intake_total,0.151593377063556,"(0.15,0.16]"
obligate,0.05,0.046,0.011,pc_intake_total,0.0784722815951475,"(0.07,0.08]"
obligate,0.05,0.052,0.011,pc_intake_total,0.0800860867761479,"(0.08,0.09]"
obligate,0.05,0.049,0.009,pc_intake_total,0.0618194582530607,"(0.06,0.07]"
obligate,0.05,0.046,0.009,pc_intake_total,0.0670464799636363,"(0.06,0.07]"
obligate,0.05,0.04,0.017,pc_intake_total,0.112910439810259,"(0.11,0.12]"
obligate,0.05,0.018,0.02,pc_intake_total,0.168875251425789,"(0.16,0.17]"
obligate,0.05,0.045,0.013,pc_intake_total,0.0880567248090422,"(0.08,0.09]"
obligate,0.05,0.044,0.012,pc_intake_total,0.083202428679099,"(0.08,0.09]"
obligate,0.05,0.021,0.018,pc_intake_total,0.149281241198936,"(0.14,0.15]"
obligate,0.05,0.008,0.016,pc_intake_total,0.191759273933694,"(0.19,0.2]"
obligate,0.05,0.022,0.014,pc_intake_total,0.129718237606023,"(0.12,0.13]"
obligate,0.05,0.02,0.019,pc_intake_total,0.152626674274858,"(0.15,0.16]"
obligate,0.05,0.024,0.019,pc_intake_total,0.144507535338584,"(0.14,0.15]"
obligate,0.05,0.049,0.01,pc_intake_total,0.0686979041459828,"(0.06,0.07]"
obligate,0.05,0.034,0.018,pc_intake_total,0.124076437822088,"(0.12,0.13]"
obligate,0.05,0.047,0.012,pc_intake_total,0.0738712914898012,"(0.07,0.08]"
obligate,0.05,0.042,0.015,pc_intake_total,0.0977888024533155,"(0.09,0.1]"
obligate,0.05,0.016,0.021,pc_intake_total,0.165711167138888,"(0.16,0.17]"
obligate,0.05,0.008,0.018,pc_intake_total,0.194507480254468,"(0.19,0.2]"
obligate,0.05,0.044,0.001,pc_intake_total,0.014250110758951,"(0.01,0.02]"
obligate,0.05,0.042,0.02,pc_intake_total,0.11176598197852,"(0.11,0.12]"
obligate,0.05,0.053,0.011,pc_intake_total,0.0697839390257851,"(0.06,0.07]"
obligate,0.05,0.044,0.013,pc_intake_total,0.0893728069597823,"(0.08,0.09]"
obligate,0.05,0.013,0.018,pc_intake_total,0.177529942388659,"(0.17,0.18]"
obligate,0.05,0.049,0.003,pc_intake_total,0.0225183945527896,"(0.02,0.03]"
obligate,0.05,0.009,0.017,pc_intake_total,0.188962820752938,"(0.18,0.19]"
obligate,0.05,0.051,0.004,pc_intake_total,0.0331310000145939,"(0.03,0.04]"
obligate,0.05,0.043,0.016,pc_intake_total,0.101855605312594,"(0.1,0.11]"
obligate,0.05,0.047,0.006,pc_intake_total,0.0467713150208383,"(0.04,0.05]"
obligate,0.05,0.024,0.001,pc_intake_total,0.015703744475778,"(0.01,0.02]"
obligate,0.05,0.029,0.016,pc_intake_total,0.122962366858886,"(0.12,0.13]"
obligate,0.05,0.02,0.021,pc_intake_total,0.166863360125163,"(0.16,0.17]"
obligate,0.05,0.029,0.017,pc_intake_total,0.127622705053518,"(0.12,0.13]"
obligate,0.05,0.049,0.012,pc_intake_total,0.0877292556057592,"(0.08,0.09]"
obligate,0.05,0.014,0,pc_intake_total,0.00434156671436968,"(0,0.01]"
obligate,0.05,0.045,0.016,pc_intake_total,0.0979277712934064,"(0.09,0.1]"
obligate,0.05,0.011,0.016,pc_intake_total,0.174037240353214,"(0.17,0.18]"
obligate,0.05,0.002,0.017,pc_intake_total,0.20166030154752,"(0.2,0.21]"
obligate,0.05,0.041,0.016,pc_intake_total,0.100901683769959,"(0.1,0.11]"
obligate,0.05,0.031,0.017,pc_intake_total,0.123523976985931,"(0.12,0.13]"
obligate,0.05,0.027,0.018,pc_intake_total,0.137834590794976,"(0.13,0.14]"
obligate,0.05,0.018,0.017,pc_intake_total,0.156807411303671,"(0.15,0.16]"
obligate,0.05,0.024,0.023,pc_intake_total,0.165298838183582,"(0.16,0.17]"
obligate,0.05,0.006,0.016,pc_intake_total,0.194694005370217,"(0.19,0.2]"
obligate,0.05,0.011,0.022,pc_intake_total,0.182971780334616,"(0.18,0.19]"
obligate,0.05,0.024,0.016,pc_intake_total,0.136220766746539,"(0.13,0.14]"
obligate,0.05,0.004,0.017,pc_intake_total,0.205373001754581,"(0.2,0.21]"
obligate,0.05,0.022,0.017,pc_intake_total,0.142273982369282,"(0.14,0.15]"
obligate,0.05,0.03,0.019,pc_intake_total,0.136450887630208,"(0.13,0.14]"
obligate,0.05,0.033,0.016,pc_intake_total,0.116592695048041,"(0.11,0.12]"
obligate,0.05,0.003,0.017,pc_intake_total,0.219334637097795,"(0.21,0.22]"
obligate,0.05,0.017,0.021,pc_intake_total,0.165089271672426,"(0.16,0.17]"
obligate,0.05,0.049,0.013,pc_intake_total,0.0845748357741645,"(0.08,0.09]"
obligate,0.05,0.007,0.018,pc_intake_total,0.200868360714719,"(0.2,0.21]"
obligate,0.05,0.044,0.015,pc_intake_total,0.0963955730369589,"(0.09,0.1]"
obligate,0.05,0.033,0.014,pc_intake_total,0.106937021032591,"(0.1,0.11]"
obligate,0.05,0.05,0.015,pc_intake_total,0.0948710039571384,"(0.09,0.1]"
obligate,0.05,0.043,0.015,pc_intake_total,0.101464836479841,"(0.1,0.11]"
obligate,0.05,0.055,0.01,pc_intake_total,0.0600631299392471,"(0.06,0.07]"
obligate,0.05,0.052,0.008,pc_intake_total,0.0587033069397401,"(0.05,0.06]"
obligate,0.05,0.012,0.022,pc_intake_total,0.198270947738455,"(0.19,0.2]"
obligate,0.05,0.033,0.019,pc_intake_total,0.123742786629052,"(0.12,0.13]"
obligate,0.05,0.026,0.02,pc_intake_total,0.146393048150841,"(0.14,0.15]"
obligate,0.05,0.057,0.004,pc_intake_total,0.018116209580928,"(0.01,0.02]"
obligate,0.05,0.053,0.01,pc_intake_total,0.065245195872619,"(0.06,0.07]"
obligate,0.05,0.028,0.021,pc_intake_total,0.138251558520101,"(0.13,0.14]"
obligate,0.05,0.015,0.02,pc_intake_total,0.175631097752152,"(0.17,0.18]"
obligate,0.05,0.051,0.007,pc_intake_total,0.0474394913433259,"(0.04,0.05]"
obligate,0.05,0.019,0.022,pc_intake_total,0.177475344901622,"(0.17,0.18]"
obligate,0.05,0.016,0.018,pc_intake_total,0.166124273603506,"(0.16,0.17]"
obligate,0.05,0.021,0.019,pc_intake_total,0.146398754850532,"(0.14,0.15]"
obligate,0.05,0.048,0.013,pc_intake_total,0.0815760560035265,"(0.08,0.09]"
obligate,0.05,0.035,0.022,pc_intake_total,0.141035503937529,"(0.14,0.15]"
